-225.254410	-453.532227	390	
-419.969543	-352.311218	441	
-219.433517	-51.544605	2	
394.001831	-484.325378	771	
471.418732	-278.721863	795	
-243.862991	-136.580704	5	
-84.033218	-243.757065	6	
-38.730354	-48.833042	482	
-423.646759	321.741516	8	
-108.258308	-126.377579	157	
-22.631348	148.367996	1003	
-29.876143	228.398438	11	
49.768509	-491.035065	908	
-451.983643	402.966797	653	
-177.333420	374.385529	867	
239.161667	-369.477448	936	
-488.991211	46.489300	500	
-186.140747	-492.241058	17	
99.250198	-415.887817	247	
64.488945	-24.146111	19	
34.190357	453.222504	975	
50.359547	-76.653633	21	
214.217545	473.114899	1020	
-173.469070	-478.868713	17	
454.518982	-156.202133	24	
303.785156	-417.040466	453	
-483.529358	-406.031647	187	
-14.600963	-92.172417	991	
-94.505577	-492.922211	206	
-352.668701	71.566704	29	
-237.209381	-394.242950	30	
-473.382019	156.116608	31	
18.843769	-129.665848	645	
-479.965485	196.865082	33	
-75.807930	151.384048	133	
202.735184	-44.830799	35	
-388.199158	-28.360159	494	
-432.644196	457.038879	929	
-469.330292	-137.466675	1023	
-421.904175	9.864628	39	
101.375816	272.655243	46	
-422.121674	299.273254	8	
477.727234	-181.882980	42	
350.691010	-161.848450	970	
244.786087	262.343597	809	
482.679077	-34.921200	74	
-196.468414	76.879623	684	
218.352432	144.235428	47	
41.000904	174.905121	48	
-129.272873	253.000977	918	
272.020111	-145.623199	50	
-220.929916	-67.744911	51	
-57.763309	-90.017677	52	
475.737457	-239.326660	53	
-293.896729	-494.540558	54	
-412.146820	488.138489	55	
-75.227707	-208.329880	56	
-266.668762	-489.977448	54	
498.929077	51.023422	58	
-372.939728	421.750549	59	
265.056122	193.770645	60	
-324.292755	472.840729	930	
-114.368408	-84.922585	731	
413.672913	-109.185127	63	
279.865875	96.918167	64	
-91.597649	184.771362	65	
2.017617	-390.456390	99	
-327.487427	-157.125153	399	
-12.757092	-158.196030	68	
-23.121595	-31.135767	81	
-280.485138	-266.079620	458	
-183.471893	-90.372414	294	
345.796478	295.259186	414	
285.047119	208.932098	522	
484.971100	-11.202038	74	
-309.645477	397.200287	85	
-116.123528	-100.782066	731	
369.068512	71.730492	77	
-135.716888	-441.026581	785	
-89.478851	35.851837	634	
-121.490242	255.366684	918	
-459.730988	-428.105225	701	
174.869003	417.691223	852	
224.546371	202.738342	34	
-334.961304	187.709396	407	
-297.550842	378.063904	85	
424.630951	-238.059586	956	
256.356354	-368.991089	87	
430.956604	-4.707962	589	
-52.639156	405.813171	722	
-67.370682	-215.677078	56	
151.818100	-175.408066	433	
-219.365448	499.460938	686	
204.710129	224.007309	93	
337.717834	389.046021	301	
-40.476501	-408.504852	897	
478.529449	-483.873932	875	
396.753357	272.482391	478	
-113.292191	203.438995	510	
435.635681	-349.200134	898	
-479.584656	83.429161	687	
360.561676	-264.752716	101	
272.602844	15.881836	102	
102.335213	-279.408051	103	
-365.194061	-441.690186	923	
-145.013931	17.833292	105	
-46.769859	-3.637195	106	
313.414642	-106.883827	107	
-195.391983	279.824005	728	
-208.906555	215.459641	109	
-316.607910	235.875015	298	
-139.986359	96.436676	111	
361.227081	-130.960464	647	
-138.098511	471.374756	618	
86.583138	-393.819305	247	
200.310822	-38.833260	115	
405.533661	414.396881	116	
-373.117462	227.811508	117	
-379.286163	-467.580475	118	
317.984100	-176.487030	926	
166.054306	6.905019	401	
-402.446350	366.918671	993	
264.300293	228.145782	60	
446.928741	-409.952759	123	
-149.850845	176.630371	590	
311.679352	-123.058769	125	
291.042938	-217.525101	272	
-233.230743	-90.642540	507	
-364.388214	30.071259	128	
284.278320	-151.944611	50	
-351.595490	-485.890289	999	
-251.594284	-388.336639	30	
444.843597	375.963623	954	
-489.678986	322.892365	460	
-452.826782	-326.958496	824	
-309.793915	484.720886	930	
294.405701	275.763824	881	
-186.997803	-457.466888	671	
59.410213	-321.855103	138	
338.237701	462.423218	318	
-59.421837	-389.172272	519	
49.823643	-140.766556	78	
25.987804	-195.922974	942	
-269.702271	-185.601944	947	
-475.345123	-138.428711	1023	
-4.357576	51.777363	222	
-156.428787	-153.816940	337	
-26.025087	159.185226	800	
-486.263977	-281.404541	148	
-416.431549	-443.166870	118	
1.456261	-2.588689	150	
433.453796	-452.765045	151	
-22.885323	73.222816	763	
396.739197	303.520569	153	
-360.743988	328.175415	708	
54.814400	-176.182144	531	
455.093628	167.389038	156	
-368.863251	-358.636047	189	
-150.287033	-344.900024	90	
246.434097	-261.331573	493	
-394.421570	240.124695	117	
75.550499	173.578506	527	
-95.243988	-349.306854	378	
38.038551	-452.567688	939	
485.719147	-313.311676	164	
294.971039	241.502701	610	
-343.999725	196.596329	407	
363.212524	327.733093	167	
-270.389923	-322.553925	285	
314.603088	423.880157	925	
-43.570816	-470.541382	521	
95.666588	105.009140	566	
282.138947	-490.234863	562	
41.834114	47.803699	270	
-394.950165	33.522842	174	
-3.559023	-171.506134	175	
-288.350067	-15.505850	176	
94.247940	-152.293289	374	
-381.790070	77.316757	481	
297.271912	-108.080147	179	
215.002304	348.349030	180	
-127.142639	-55.984379	130	
204.290924	-273.845398	182	
-313.582367	267.988739	528	
215.976654	373.038605	283	
-67.775993	-130.520432	185	
389.974060	81.129494	186	
-455.679535	-324.622528	824	
-473.600006	-206.412613	576	
-314.074402	-409.140717	202	
-230.668640	305.861542	190	
-117.804199	-321.281097	754	
-399.930664	383.009857	993	
327.708008	-430.572510	620	
-396.849640	285.404144	497	
412.115570	-282.371857	445	
-450.425323	-392.397797	701	
171.527924	-348.077332	197	
141.187851	-321.677338	976	
-311.835480	-135.751755	124	
-372.938904	133.579605	293	
414.306641	-484.224609	771	
-354.432129	-384.155273	202	
102.983650	443.552734	203	
328.388214	-453.296906	204	
426.831360	458.818665	979	
-105.245949	-491.606628	206	
-56.193741	179.921265	207	
168.235962	-178.890915	873	
-313.746948	9.273588	41	
295.129425	136.334656	210	
-290.132660	50.641357	211	
303.324158	196.209259	522	
-220.209183	-200.807098	787	
325.684967	-372.418854	710	
-343.016754	-445.587494	923	
205.909668	-50.833435	35	
-137.561707	392.972839	135	
-329.110413	61.208786	29	
-342.336456	247.461792	479	
8.685768	42.591213	864	
-6.712437	252.458511	1001	
-6.335229	55.782677	222	
109.886703	335.573486	223	
169.661407	161.258453	88	
276.139130	318.241730	946	
341.435669	24.151384	604	
415.125488	386.589661	116	
168.736572	-442.520752	228	
243.456726	-284.857208	229	
-172.549515	223.828552	232	
47.778965	-282.883911	231	
-181.251251	210.780853	232	
285.927765	-179.332428	233	
52.299736	490.328979	234	
-53.747177	266.468109	307	
-105.381607	107.903778	349	
292.150543	23.029209	237	
-417.344482	-308.234192	608	
434.369263	435.222504	496	
33.544777	-237.326981	240	
175.311569	310.451996	241	
69.536865	-370.799286	242	
-480.455109	415.128540	370	
-194.873566	-32.571762	267	
-248.033554	413.681091	245	
-482.951813	-191.700516	576	
-193.718735	-399.549988	277	
-17.895937	-316.894470	23	
215.406067	-382.525238	249	
-336.149109	151.019577	61	
-163.875763	-173.668854	311	
225.513702	395.868073	252	
325.684021	415.412964	925	
-253.478149	-279.460632	254	
157.688614	-27.494192	525	
335.323517	-10.446012	465	
120.862183	295.835266	266	
429.430054	-222.060654	429	
-70.236206	493.345428	583	
365.320038	-342.803680	260	
63.549278	-6.679445	224	
-427.769501	-281.165741	998	
210.112457	-455.481750	228	
-236.877121	-208.959900	790	
-216.438416	448.728729	265	
-282.318634	284.052246	876	
-39.899380	-95.085564	594	
302.969879	-165.655457	268	
-171.055344	264.108307	269	
472.394226	129.428329	400	
-233.136658	-307.022400	372	
387.663605	-234.791901	971	
